spanish	reference	candidate	bleu	rogue	pos_reference	pos_candidate	bleu_pos	rogue_pos
Una piedra rodante no junta musgo es un refrán.	A rolling stone gathers no moss is a proverb.	A rolling stone does not gather moss is a saying.	24.384183193426086	0.6315789423822715	DET VERB NOUN VERB ADV ADV VERB DET NOUN PUNCT	DET ADJ NOUN VERB ADV VERB NOUN VERB DET VERB PUNCT	28.73539322585947	0.9090909041322315
Debemos aprender a vivir juntos como hermanos, o pereceremos juntos como tontos.	We must learn to live together as brothers, or we will perish together as fools.	We must learn to live together as brothers, or we will perish together as fools.	100.00000000000004	0.999999995	PRON AUX VERB PART VERB PRON ADP PRON PUNCT CCONJ PRON AUX VERB PRON ADP NOUN PUNCT	PRON AUX VERB PART VERB PRON ADP PRON PUNCT CCONJ PRON AUX VERB PRON ADP NOUN PUNCT	100.00000000000004	0.999999995
Eh... ¿Cómo está marchando eso?	Uh... How's that working?	Uh... how's that working out?	36.88939732334405	0.4444444395061729	INTJ SYM ADV VERB PRON VERB PUNCT	INTJ SYM PRON VERB PRON VERB ADP PUNCT	27.054113452696992	0.8333333283333335
Su comunicación podría ser mucho más compleja de lo que pensamos.	Their communication may be much more complex than we thought.	Their communication could be much more complex than we thought.	74.19446627365011	0.899999995	PRON NOUN AUX VERB ADV ADV ADJ ADP PRON VERB PUNCT	PRON NOUN AUX VERB ADV ADV ADJ ADP PRON VERB PUNCT	100.00000000000004	0.999999995
Eso es muy amable de tu parte, respondió Willie.	That's very nice of you, Willie answered.	“That is very kind of you,” Willie replied.	16.59038701421971	0.3999999950222222	PRON VERB ADV ADJ ADV PRON INTJ PUNCT INTJ PUNCT	PUNCT PRON VERB ADV ADJ ADV ADV PRON PROPN VERB PUNCT	41.72261448611506	0.8333333283333335
Puede ser que la felicidad que nos espera allí no sea para nada la clase de felicidad que nosotros quisiéramos.	It may be that the happiness awaiting us is not at all the sort of happiness we would want.	It may be that the happiness that awaits us there is not at all the kind of happiness that we would like.	41.89164947107698	0.7999999950040816	PRON AUX VERB ADP DET NOUN VERB PRON VERB ADV ADV ADV DET NOUN PRON NOUN PRON AUX VERB PUNCT	PRON AUX VERB ADP DET NOUN PRON VERB PRON ADV VERB ADV ADV ADV DET NOUN PRON NOUN PRON PRON AUX VERB PUNCT	68.50330287940142	0.999999995
El comunismo nunca será alcanzado mientras yo viva.	Communism will never be reached in my lifetime.	Communism will never be reached as long as I live.	36.72056269893591	0.5882352891349482	NOUN AUX ADV VERB VERB ADP PRON NUM PUNCT	NOUN AUX ADV VERB VERB ADP ADV ADP PRON VERB PUNCT	51.93071778680675	0.9333333283555556
El centeno fue llamado el grano de la pobreza.	Rye was called the grain of poverty.	Rye was called the grain of poverty.	100.00000000000004	0.999999995	PROPN VERB VERB DET NOUN ADP NOUN PUNCT	PROPN VERB VERB DET NOUN ADP NOUN PUNCT	100.00000000000004	0.999999995
Pon el mazo de cartas sobre la mesa de roble.	Place the deck of cards on the oaken table.	Put the deck of cards on the oak table.	58.14307369682194	0.749999995	VERB DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT	VERB DET NOUN ADP NOUN ADP DET NOUN NOUN PUNCT	70.71067811865478	0.9090909041322315
La democracia es la peor forma de gobierno, con excepción de todas las otras que se ha probado.	Democracy is the worst form of government, except all the others that have been tried.	Democracy is the worst form of government, except for all the others that have been proven.	72.76817202342096	0.8965517191438764	NOUN VERB DET ADJ NOUN ADP NOUN PUNCT VERB DET DET NOUN PRON VERB VERB VERB PUNCT	NOUN VERB DET ADJ NOUN ADP NOUN PUNCT ADP ADP DET NOUN PRON PRON VERB ADV VERB PUNCT	52.04919586386333	0.9333333283555556
Disculpe, permítame señalar tres errores que hay en el artículo de más arriba.	Excuse me; allow me to point out three errors in the above article.	Excuse me, let me point out three errors in the article above.	40.54581844753118	0.7199999950079999	VERB PRON CCONJ VERB PRON CCONJ VERB ADP NUM NOUN VERB DET ADJ NOUN PUNCT	VERB PRON PUNCT VERB PRON VERB DET NUM NOUN ADP DET NOUN ADV PUNCT	11.452711168004239	0.7058823479584776
"Es difícil mantener una conversación con alguien que sólo dice ""sí"" y ""no""."	"It is difficult to keep up a conversation with someone who only says ""yes"" and ""no""."	"It's hard to have a conversation with someone who just says ""yes"" and ""no."""	47.475457984342434	0.5806451562955255	PRON VERB ADJ PART VERB PRON DET NOUN ADP PRON PRON ADV VERB PUNCT INTJ PUNCT ADV PUNCT SYM NUM PUNCT	PRON VERB ADJ PART VERB DET NOUN ADP PRON PRON ADV VERB INTJ INTJ PUNCT INTJ PUNCT SYM PUNCT SYM	53.840059170403734	0.9565217341398866
Es bastante difícil dominar el francés en 2, 3 años.	It's quite difficult to master French in 2 or 3 years.	It's pretty hard to master French in 2, 3 years.	43.66835442847811	0.6666666616780046	PRON VERB ADV ADJ PART VERB ADP DET NUM NUM NUM NOUN PUNCT	PRON VERB ADV ADJ PART VERB ADP NUM NUM PUNCT NUM NOUN PUNCT	62.34181304540137	0.9473684160664821
Sería divertido ver cómo las cosas cambian a través de los años.	It would be fun to see how things change over the years.	It would be fun to see how things change over the years.	100.00000000000004	0.999999995	PRON AUX VERB ADJ PART VERB ADV PRON VERB ADP DET NOUN PUNCT	PRON AUX VERB ADJ PART VERB ADV PRON VERB ADP DET NOUN PUNCT	100.00000000000004	0.999999995
Eso es más bien inesperado.	That is rather unexpected.	That's rather unexpected.	46.30777161991026	0.5714285665306124	DET VERB ADV ADJ PUNCT	DET VERB ADV ADJ PUNCT	100.00000000000004	0.999999995
Me tomó más de dos horas traducir unas pocas páginas en inglés.	It took me more than two hours to translate a few pages of English.	It took me more than two hours to translate a few pages into English.	82.42367502646057	0.9285714235714286	PRON VERB PRON ADV ADV NUM NUM CCONJ VERB DET NUM NOUN ADP NOUN PUNCT	PRON VERB PRON ADV ADV NUM NUM CCONJ VERB DET NUM NOUN ADP DET PUNCT	86.66415730847507	0.999999995
El carácter obligatorio de la escolaridad es rara vez analizado en la multitud de trabajos dedicados al estudio de las varias maneras de desarrollar en los niños el deseo de aprender.	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.	The compulsory nature of schooling is rarely analyzed in the multitude of works devoted to the study of the various ways of developing in children the desire to learn.	64.55714066623374	0.7906976694213088	DET ADJ NOUN ADP NOUN VERB ADV VERB ADP DET NOUN ADP NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PART VERB ADP NOUN DET NOUN PART VERB PUNCT	DET ADJ NOUN ADP NOUN VERB ADV VERB ADP DET NOUN ADP NOUN VERB ADP DET NOUN ADP DET ADJ NOUN ADP VERB ADP NOUN DET NOUN PART VERB PUNCT	90.9593063222022	0.999999995
Siempre pensé que el tener un ataque cardiaco era la manera de la naturaleza de decirte que mueras.	I always thought that having a heart attack was the way nature told you to die.	I always thought having a heart attack was nature's way of telling you to die.	44.02004976281389	0.7741935433922998	PRON ADV VERB ADP PRON DET NOUN NOUN VERB DET NOUN NOUN VERB PRON PART VERB PUNCT	PRON ADV VERB PRON DET NOUN NOUN VERB DET NOUN NOUN PRON VERB PRON PRON VERB PUNCT	56.388552643087976	0.8571428522448981
Me has abierto los ojos a cómo es cuando todo está bien.	You opened up my eyes to what it's like when everything is right.	You've opened my eyes to what it's like when everything's okay.	46.48035271845195	0.666666661701389	PRON VERB PRON DET NOUN ADP PRON PRON VERB ADP ADV PRON VERB ADJ PUNCT	PRON VERB VERB PRON NOUN ADP PRON PRON VERB ADP VERB PRON VERB ADJ PUNCT	55.55238068023583	0.8571428522448981
Estás a mi lado, ahora todo está bien.	You're by my side; everything's fine now.	You're by my side, now everything's fine.	38.14165616365676	0.7142857092857143	PRON VERB ADP PRON NOUN VERB PRON VERB ADJ ADV PUNCT	PRON VERB ADP DET NOUN PUNCT ADV PRON VERB ADJ PUNCT	25.965358893403383	0.7999999950222222
¡Deja ya de pedirme bebidas! ¿Por qué no te las pagas tú?	Stop asking me for a drink! Go get it yourself.	Stop asking me for drinks, why don't you pay for them?	19.338531381761726	0.3999999950000001	VERB VERB PRON VERB DET NOUN PUNCT VERB VERB ADP PRON PUNCT	VERB VERB PRON ADP NOUN PUNCT ADV AUX VERB PRON VERB ADP PRON PUNCT	32.85702044797774	0.7692307642603551
Realmente necesito golpear a alguien.	I really need to hit somebody.	I really need to hit someone.	64.34588841607616	0.8333333283333335	PRON ADV VERB INTJ VERB PRON PUNCT	PRON ADV VERB INTJ VERB PRON PUNCT	100.00000000000004	0.999999995
Mis padres siguen discutiendo por estupideces. ¡Es tan molesto!	My parents keep arguing about stupid things. It's so annoying!	My parents are still arguing about bullshit. It's so annoying!	40.637982820134425	0.699999995	PRON NOUN VERB VERB ADP ADJ NOUN PUNCT PRON VERB ADV ADJ PUNCT	PRON NOUN VERB PRON VERB INTJ INTJ PUNCT PRON VERB ADV ADJ PUNCT	49.73567356124543	0.8571428521428571
Si no quieres ponerte protector solar es tu problema, pero no vengas a quejarte conmigo cuando tengas quemaduras de sol.	If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.	If you don't want to put on sunscreen, it's your problem, but don't come and complain to me when you have sunburns.	46.942223829384936	0.6315789423684212	ADV PRON AUX ADV VERB ADV VERB DET NOUN VERB DET VERB PRON NOUN PUNCT AUX VERB ADV VERB VERB ADP PRON ADV PRON VERB DET NOUN PUNCT	ADV PRON AUX ADV VERB ADV VERB ADP NOUN PUNCT PRON VERB PRON NOUN PUNCT CCONJ VERB ADV VERB ADV VERB ADP PRON ADV PRON VERB NOUN PUNCT	52.57184388580236	0.874999995
Mis amigos siempre dicen que soy muy tranquilo, pero mi familia siempre dice que soy muy molesto.	My friends always say I'm too calm, but my family always says I'm too annoying.	My friends always say I'm very quiet, but my family always says I'm very annoying.	59.97820163128021	0.8333333283333335	PRON NOUN ADV VERB PRON VERB ADV ADJ PUNCT CCONJ PRON NOUN ADV VERB PRON VERB ADV ADJ PUNCT	PRON PRON ADV VERB PRON VERB ADV ADJ CCONJ ADV PRON NOUN ADV VERB PRON VERB ADV ADJ PUNCT	69.639896108447	0.999999995
Odio a esas arañas, siempre están ahí para sacarme de quicio cuando hago limpieza.	I hate those spiders. They're always there to freak me out when I'm cleaning.	I hate those spiders, they're always there to piss me off when I clean up.	22.637359354764463	0.5714285664285715	PRON VERB DET NOUN PUNCT PRON VERB ADV ADV ADV VERB PRON ADP ADP PRON VERB VERB PUNCT	PRON VERB DET NOUN PUNCT PRON VERB ADV ADV ADV VERB PRON ADP ADV PRON VERB PRON PUNCT	74.71036152631682	0.999999995
Me gusta viajar.	I like to travel.	I like to travel.	100.00000000000004	0.999999995	PRON VERB INTJ VERB PUNCT	PRON VERB INTJ VERB PUNCT	100.00000000000004	0.999999995
No tengo suficiente dinero para mi viaje.	I am short of money for my trip.	I don't have enough money for my trip.	46.713797772819994	0.624999995	PRON VERB ADJ ADJ NOUN ADP PRON NOUN PUNCT	PRON VERB ADV VERB PRON NOUN ADP PRON NOUN PUNCT	45.180100180492246	0.8333333283333335
He ayudado a mis padres con las tareas domésticas.	I helped my parents with the housework.	I've helped my parents with housework.	42.38365628278778	0.7692307642603551	PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRON VERB VERB PRON NOUN ADP NOUN PUNCT	45.18010018049227	0.9090909041322315
Yo vivo con mis padres.	I live with my parents.	I live with my parents.	100.00000000000004	0.999999995	PRON VERB ADP PRON NOUN PUNCT	PRON VERB ADP PRON NOUN PUNCT	100.00000000000004	0.999999995
"Él exclamó: ""¡Es lo que estaba buscando!"""	This is what I was looking for! he exclaimed.	"He exclaimed, ""That's what I was looking for!"""	43.36189090348677	0.4705882303114187	PRON VERB PRON PRON VERB VERB ADP PUNCT PRON VERB PUNCT	PRON VERB PUNCT PUNCT PRON VERB PRON PRON VERB VERB ADP PUNCT SYM	71.15965735877548	0.8888888839506174
¿Cuál es su nombre?	What is his name?	What's his name?	46.30777161991026	0.5714285665306124	PRON VERB PRON NOUN PUNCT	PRON VERB PRON NOUN PUNCT	100.00000000000004	0.999999995
¡Qué irritante... Ahora me da dolor de cabeza cada vez que uso el computador!	So annoying... Now I get a headache whenever I use the computer!	How irritating... now it gives me a headache every time I use the computer!	29.550432371218758	0.479999995072	VERB ADJ SYM ADV PRON VERB DET NOUN ADV PRON VERB DET NOUN PUNCT	INTJ ADJ PUNCT ADV VERB VERB PRON DET NOUN ADP PRON PRON VERB DET NOUN PUNCT	30.130404892785695	0.823529406782007
Es solitario en la silla desde que el caballo murió.	It's lonely in the saddle since the horse died.	He's been lonely in the chair since the horse died.	46.92470064105599	0.7058823479584776	PRON VERB ADV ADP DET NOUN ADP DET NOUN VERB PUNCT	PRON VERB ADV ADV ADP DET NOUN ADP DET NOUN VERB PUNCT	81.6496580927726	0.999999995
Matemática es la parte de la ciencia que podrías continuar haciendo si despertaras mañana y descubrieras que el universo se ha ido.	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.	Mathematical is the part of the science you could continue to do if you woke up tomorrow and discovered that the universe is gone.	64.03621020851917	0.899999995	NOUN VERB DET NOUN PRON NOUN PRON AUX ADV ADV VERB ADP PRON VERB ADV CCONJ ADV VERB DET NOUN VERB VERB PUNCT	AUX VERB DET NOUN ADP DET NOUN PRON AUX ADV ADV VERB ADP PRON VERB ADV CCONJ ADV VERB ADP DET NOUN VERB VERB PUNCT	69.92344472349056	0.999999995
Conocen la frase, cosechamos lo que sembramos. He sembrado el viento y aquí está mi tempestad.	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.	They know the phrase, we reap what we sow. I have sown the wind and here is my storm.	82.32490471721698	0.8823529361764706	ADV VERB DET NOUN PUNCT PRON VERB PRON PRON VERB PUNCT PRON VERB VERB DET NOUN CCONJ PRON VERB PRON NOUN PUNCT	ADV VERB DET NOUN PUNCT PRON VERB PRON PRON VERB PUNCT PRON VERB VERB DET NOUN CCONJ ADV VERB PRON NOUN PUNCT	87.25129388059685	0.999999995
¿Y si dieras un discurso y nadie viniera?	What if you gave a speech and nobody came?	What if you gave a speech and no one came?	63.15552371794039	0.8421052581717452	VERB ADV PRON VERB DET NOUN ADV PRON VERB PUNCT	VERB ADV PRON VERB DET NOUN CCONJ DET NOUN VERB PUNCT	51.93071778680675	0.9230769181065088
Los seleccionados tendrán que enfrentar extensas pruebas médicas y psicológicas.	Those selected will have to face extensive medical and psychological tests.	Those selected will have to face extensive medical and psychological tests.	100.00000000000004	0.999999995	PRON AUX AUX VERB PART VERB ADJ ADJ CCONJ NOUN NOUN PUNCT	PRON AUX AUX VERB PART VERB ADJ ADJ CCONJ NOUN NOUN PUNCT	100.00000000000004	0.999999995
Quien calla otorga.	Silence gives consent.	The one who shuts up gives.	7.809849842300637	0.22222221777777784	NOUN VERB NOUN PUNCT	DET NOUN PRON VERB PRON VERB PUNCT	8.643019616048525	0.7499999953125
No entiendo el alemán.	I don't understand German.	I don't understand German.	100.00000000000004	0.999999995	PRON VERB ADV VERB ADJ PUNCT	PRON VERB ADV VERB ADJ PUNCT	100.00000000000004	0.999999995
¿Dónde habías estado hasta ahora?	Where have you been?	Where have you been so far?	43.47208719449914	0.5999999952	ADV VERB PRON VERB PUNCT	ADV VERB PRON VERB ADV ADJ PUNCT	43.47208719449914	0.8888888839506174
Soy Paul, tu compañero de habitación.	I'm Paul, your roommate.	I'm Paul, your roommate.	100.00000000000004	0.999999995	PRON VERB PROPN PUNCT PRON NOUN PUNCT	PRON VERB PROPN PUNCT PRON NOUN PUNCT	100.00000000000004	0.999999995
Su asiento a bordo era del lado del pasillo.	His seat in the plane was on the aisle.	His seat on board was on the side of the hallway.	17.242221289766636	0.5882352891349482	PRON NOUN ADP DET NOUN VERB ADP DET PROPN PUNCT	PRON NOUN ADP PROPN VERB ADP DET NOUN ADP DET NOUN PUNCT	37.7006380454947	0.7142857092857143
Las novelas no se leen tanto como se solía.	Novels aren't being read as much as they used to be.	Novels don't read as much as they used to.	55.70438815301074	0.7777777728395062	NOUN VERB PRON VERB VERB ADV ADV PRON PRON VERB ADV VERB PUNCT	NOUN VERB ADV VERB PRON ADV PRON PRON VERB ADP PUNCT	33.64425339232042	0.9090909041322315
De tal palo, tal astilla.	Like father, like son.	Such a stick, such a splinter.	6.567274736060395	0.0	INTJ INTJ PUNCT INTJ INTJ PUNCT	ADV DET NOUN PUNCT DET ADJ NOUN PUNCT	6.567274736060395	0.2857142816326531
El coche se estrelló contra la pared.	The car crashed into the wall.	The car crashed into the wall.	100.00000000000004	0.999999995	DET NOUN VERB ADP DET NOUN PUNCT	DET NOUN VERB ADP DET NOUN PUNCT	100.00000000000004	0.999999995
No es del todo exacto.	It isn't totally exact.	It's not entirely accurate.	10.682175159905848	0.0	PRON VERB ADV ADV ADJ PUNCT	PRON VERB ADV ADV ADJ PUNCT	100.00000000000004	0.999999995
A veces los críticos no saben lo que critican.	Sometimes critics don't know what they criticise.	Sometimes critics don't know what they criticize.	70.71067811865478	0.8571428521428571	ADV NOUN VERB ADV VERB PRON PRON VERB PUNCT	ADV NOUN VERB ADV VERB PRON PRON VERB PUNCT	100.00000000000004	0.999999995
¿Dónde están mis gafas?	Where are my glasses?	Where are my glasses?	100.00000000000004	0.999999995	VERB VERB PRON NOUN PUNCT	VERB VERB PRON NOUN PUNCT	100.00000000000004	0.999999995
¡Mira hacia atrás!	Look back!	Look back!	0.0	0.999999995	VERB ADV PUNCT	VERB ADV PUNCT	0.0	0.999999995
Será fácil acabar este trabajo antes del martes.	Finishing the job by Tuesday will be a piece of cake.	It'll be easy to finish this job by Tuesday.	14.530346490115708	0.2999999950500001	VERB DET NOUN AUX ADV AUX VERB DET NOUN ADP NOUN PUNCT	PRON AUX VERB ADJ PART VERB DET NOUN ADP PROPN PUNCT	26.477952261405967	0.7058823480968859
Pero sé cocinar bien.	But I am able to cook well.	But I can cook well.	27.22230298303347	0.6666666618055556	CCONJ PRON VERB ADJ INTJ VERB ADV PUNCT	CCONJ PRON AUX VERB ADV PUNCT	27.22230298303347	0.7692307642603551
Tienes muy buen aspecto.	You look very good.	You look so good.	30.213753973567677	0.749999995	INTJ VERB ADV ADJ PUNCT	PRON VERB ADV ADJ PUNCT	66.87403049764218	0.7999999950000002
Me arrepiento de lo que hice.	I'm sorry for what I have done.	I regret what I did.	12.872632311973014	0.36363635900826446	PRON VERB ADJ ADP PRON PRON VERB VERB PUNCT	PRON VERB PRON PRON VERB PUNCT	25.9162669876144	0.7499999953125
He utilizado mapas durante mi viaje.	I made use of the maps during my journey.	I used maps during my trip.	18.094495256969623	0.5333333285333334	PRON VERB NOUN ADP DET NOUN ADP PRON NOUN PUNCT	PRON VERB NOUN ADP PRON NOUN PUNCT	60.62323523472929	0.9090909041322315
Paco dibuja panoramas de ciudades.	Paco draws cityscapes.	Paco draws panoramas of cities.	17.965205598154213	0.49999999531250006	PROPN VERB NOUN PUNCT	PROPN VERB NOUN ADP NOUN PUNCT	35.930411196308434	0.8888888839506174
No se ganó Zamora en una hora.	Rome wasn't built in a day.	Zamora didn't win in an hour.	7.809849842300637	0.16666666166666683	PROPN VERB ADV VERB ADP DET NOUN PUNCT	PROPN VERB ADV DET ADP DET NOUN PUNCT	50.000000000000014	0.999999995
Le gusta viajar. A mí me gusta también.	He likes to travel. I do, too.	He likes to travel, I like him too.	33.56891925037239	0.6666666616888889	PRON VERB PRON VERB PUNCT PRON VERB ADV ADV PUNCT	PRON VERB ADV VERB PUNCT PRON VERB PRON ADV PUNCT	48.54917717073236	0.999999995
No tenían nada que comer.	They had no food.	They had nothing to eat.	17.965205598154213	0.4444444395061729	PRON VERB DET NOUN PUNCT	PRON VERB NOUN PART VERB PUNCT	19.304869754804482	0.7999999950000002
Felicitaciones por su victoria en el torneo.	Let me congratulate you on your victory in the tournament.	Congratulations on your victory in the tournament.	57.793909077763935	0.7058823480968859	AUX PRON VERB PRON ADP PRON DET ADP DET NOUN PUNCT	VERB ADP PRON DET ADP DET NOUN PUNCT	59.755798910891144	0.9230769181065088
Thomas Edison inventó la bombilla.	Thomas Edison invented the light bulb.	Thomas Edison invented the bulb.	51.15078115793242	0.9090909041322315	PROPN PROPN VERB DET NOUN NUM PUNCT	PROPN PROPN VERB DET NOUN PUNCT	67.31821382417488	0.9090909041322315
Thomas salió apresurado para llegar a tiempo al tren.	Thomas hurried away so as to be in time for the train.	Thomas rushed out to get to the train in time.	10.165191946199384	0.38095237605442184	CCONJ VERB ADV ADV ADV PART VERB ADP PRON ADP DET NOUN PUNCT	PROPN VERB ADV ADP DET ADP DET NOUN ADP NOUN PUNCT	17.095746935849984	0.7499999950781251
En España existe democracia desde 1975.	Spain has been a democracy since 1975.	There has been democracy in Spain since 1975.	24.274588585366175	0.6666666616888889	PROPN VERB VERB DET NOUN ADP NUM PUNCT	PRON VERB VERB NOUN ADP PROPN ADP NUM PUNCT	26.084743001221455	0.7142857092857143
Iremos a visitarlos pronto.	We will visit them soon.	We'll go visit them soon.	50.81327481546149	0.5999999950000001	PRON AUX VERB PRON ADV PUNCT	ADV AUX VERB VERB PRON ADV PUNCT	46.713797772820016	0.999999995
Su cara estaba pálida.	Her face was the color of chalk.	His face was pale.	12.975849993980741	0.36363635900826446	PRON NOUN VERB DET NOUN ADP NOUN PUNCT	PRON NOUN VERB ADJ PUNCT	23.4500081062036	0.7272727223140496
El deporte es bueno para la salud.	Sport is good for your health.	Sport is good for health.	51.15078115793242	0.9090909041322315	NOUN VERB ADJ ADP PRON NOUN PUNCT	NOUN VERB ADJ ADP NOUN PUNCT	51.15078115793242	0.9090909041322315
Ellos repudiaron a su hijo.	They renounced their son.	They repudiated their son.	42.72870063962342	0.749999995	VERB PRON VERB PRON PUNCT	PRON VERB DET PRON PUNCT	30.213753973567677	0.8571428522448981
El descanso es desde las 10:40h hasta las 11h.	We have a break from 10:40 to 11:00.	The rest is from 10:40 to 11 am.	40.009985513101846	0.37499999500000003	PRON VERB DET NOUN ADP NUM ADP NUM PUNCT	DET NOUN VERB ADP NUM ADP NUM PUNCT PUNCT	53.07712171072444	0.7692307642603551
Está abierto de 10h a 6h durante todo el año.	It's open ten to six daily throughout the year.	It is open from 10h to 6h throughout the year.	25.965358893403383	0.5263157844875347	PRON VERB NUM NUM NUM NUM NUM ADP DET NOUN PUNCT	PRON VERB VERB ADP NUM ADP NUM ADP DET NOUN PUNCT	41.72261448611506	0.999999995
Son las diez en punto.	It's ten o'clock sharp.	It's ten o'clock.	49.76093899250716	0.8571428522448981	VERB PRON NUM NOUN ADJ PUNCT	PRON VERB NUM NOUN PUNCT	21.994586237921105	0.7272727223140496
Terminamos el trabajo un poco antes de las diez.	We got through the work just before ten.	We finished the job a little before 10:00.	5.300156689756295	0.37499999500000003	PRON VERB ADP DET NOUN ADV ADP NUM PUNCT	PRON VERB DET NOUN ADV ADV ADP NUM PUNCT	46.713797772819994	0.999999995
Ven a las diez en punto.	Come at ten o'clock sharp.	Come at ten o'clock.	57.89300674674101	0.8888888839506174	VERB INTJ NUM NOUN ADJ PUNCT	VERB ADP NUM NOUN PUNCT	20.80119537801062	0.7272727223140496
Tenía un compromiso previo a las diez.	I have a previous engagement at ten.	I had an engagement before ten o'clock.	7.809849842300637	0.4285714235714286	PRON VERB DET ADJ NOUN NUM NUM PUNCT	PRON VERB DET NOUN ADP NUM NOUN PUNCT	24.446151121745064	0.8571428521428571
Volveré a las diez.	I'll be back at ten.	I'll be back by 10:00.	22.089591134157878	0.5999999950000001	PRON AUX VERB VERB ADP NUM PUNCT	PRON AUX VERB ADV ADP NUM PUNCT	41.11336169005196	0.9230769181065088
Parte de Osaka hacia Tokio a las diez.	He leaves Osaka for Tokyo at ten.	Part of Osaka to Tokyo at 10:00.	9.980099403873663	0.4285714235714286	PRON VERB PROPN PROPN PROPN ADP NUM PUNCT	NOUN ADP PROPN ADP DET ADP NUM PUNCT	24.446151121745064	0.6666666616666668
Estaré aquí hasta las diez.	I'll stay here until ten.	I'll be here till 10:00.	7.267884212102741	0.3999999950000001	PRON AUX VERB ADV ADP NUM PUNCT	PRON AUX VERB ADV ADP NUM PUNCT	100.00000000000004	0.999999995
Debes volver antes de las diez.	You must be back by 10 o'clock.	You have to be back by 10:00.	29.071536848410968	0.5714285664285715	PRON AUX VERB VERB ADP NUM NOUN PUNCT	PRON VERB ADV VERB VERB ADP NUM PUNCT	38.260294162784454	0.7692307642603551
Si vuelves antes de las diez, puedes ir al baile.	On condition you are back by ten o'clock, you may go to the dance.	If you come back before ten, you can go to the dance.	28.978567626063363	0.4999999950347222	CCONJ NOUN PRON VERB ADV ADP NUM NOUN PUNCT PRON AUX VERB ADP DET NOUN PUNCT	ADV PRON VERB ADV ADV NUM CCONJ PRON AUX VERB ADP DET NOUN PUNCT	48.24110199509514	0.899999995
El Sr. Jones nació en los Estados Unidos.	Mr. Jones was born in the United States.	Mr. Jones was born in the United States.	100.00000000000004	0.999999995	PROPN PROPN VERB PRON ADP DET PROPN PROPN PUNCT	PROPN PROPN VERB PRON ADP DET PROPN PROPN PUNCT	100.00000000000004	0.999999995
¿Está el Sr. Jones en la oficina?	Is Mr Jones in the office?	Is Mr. Jones in the office?	59.4603557501361	0.999999995	VERB PROPN PROPN ADP DET NOUN PUNCT	VERB PROPN PROPN ADP DET NOUN PUNCT	100.00000000000004	0.999999995
Si no es molestia, por favor.	Only if it's not too much trouble.	If it's no trouble, please.	7.492442692259767	0.1666666618055557	ADV ADV PRON VERB ADV ADV ADJ NOUN PUNCT	ADV AUX VERB DET NOUN PUNCT INTJ PUNCT	11.59119922599073	0.6153846104142012
A quien vi esta mañana en la calle es a George.	It was George that I met in the street this morning.	The one I saw on the street this morning is George.	24.384183193426086	0.45454544954545456	PRON VERB PROPN PRON PRON VERB ADP DET NOUN DET NOUN PUNCT	DET NOUN PRON VERB ADP DET NOUN DET NOUN VERB PROPN PUNCT	58.59059370151705	0.8571428521428571
La información que me diste no me es de ayuda.	The information you gave me is of little use.	The information you gave me is no help.	54.627576446464936	0.7058823479584776	DET NOUN PRON VERB PRON VERB DET ADJ NOUN PUNCT	DET NOUN PRON VERB PRON VERB DET NOUN PUNCT	71.89393375176813	0.9090909041322315
Jugar a las cartas es divertido.	Playing cards is fun.	Playing cards is fun.	100.00000000000004	0.999999995	NOUN NOUN VERB ADV PUNCT	NOUN NOUN VERB ADV PUNCT	100.00000000000004	0.999999995
Tanto Jesús como sus discípulos fueron invitados a aquella boda.	And Jesus and his disciples had also been invited to the wedding.	Both Jesus and his disciples were invited to that wedding.	26.431911302225476	0.6363636314049588	CCONJ PROPN CCONJ PRON NOUN VERB ADV VERB VERB ADP DET NOUN PUNCT	CCONJ PROPN CCONJ PRON PROPN VERB VERB ADP DET NOUN PUNCT	58.50343668259105	0.9411764656055364
Varios periódicos publicaron esa historia.	Several newspapers published the story.	Several newspapers published that story.	37.99178428257963	0.7999999950000002	NUM NOUN VERB DET NOUN PUNCT	NUM NOUN VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Numerosas personas murieron por la explosión.	A lot of people were killed by the blast.	Numerous people were killed by the explosion.	42.13952948452608	0.6249999950781252	DET NOUN ADP NOUN VERB VERB ADP DET NOUN PUNCT	NUM NOUN VERB VERB ADP DET NOUN PUNCT	65.48907866815301	0.9090909041322315
Ella sabía leer a los 4 años de edad.	She could read when she was four.	She could read at 4 years of age.	19.070828081828378	0.3999999950222222	PRON AUX VERB ADV PRON VERB NUM PUNCT	PRON AUX VERB ADP NUM NOUN ADJ NOUN PUNCT	20.164945583740657	0.7142857093877552
Montones de estrellas brillan en el cielo.	Many stars shine in the sky.	Lots of stars shine in the sky.	68.037493331712	0.7692307642603551	ADJ NOUN VERB ADP DET NOUN PUNCT	NOUN ADV NOUN VERB ADP DET NOUN PUNCT	68.037493331712	0.8333333283333335
